Country,Food,Year,Import
American Samoa,"Cereal, flour, starch, milk preparations and products",2004,1403
American Samoa,"Cereal, flour, starch, milk preparations and products",2005,1715
American Samoa,"Cereal, flour, starch, milk preparations and products",2006,1753
American Samoa,"Cereal, flour, starch, milk preparations and products",2007,1610
American Samoa,"Cereal, flour, starch, milk preparations and products",2008,1625
American Samoa,"Cereal, flour, starch, milk preparations and products",2009,1870
American Samoa,"Cereal, flour, starch, milk preparations and products",2010,1498
American Samoa,"Cereal, flour, starch, milk preparations and products",2011,1325
American Samoa,"Cereal, flour, starch, milk preparations and products",2012,1438
American Samoa,"Cereal, flour, starch, milk preparations and products",2013,2363
American Samoa,"Cereal, flour, starch, milk preparations and products",2014,3615
American Samoa,"Cereal, flour, starch, milk preparations and products",2015,2063
American Samoa,"Cereal, flour, starch, milk preparations and products",2016,2128
American Samoa,"Cereal, flour, starch, milk preparations and products",2017,2673
American Samoa,"Cereal, flour, starch, milk preparations and products",2018,1818
American Samoa,Cereals,2007,25
American Samoa,Cereals,2008,533
American Samoa,Cocoa and cocoa preparations,2002,10
American Samoa,Cocoa and cocoa preparations,2003,40
American Samoa,Cocoa and cocoa preparations,2004,18
American Samoa,Cocoa and cocoa preparations,2005,10
American Samoa,Cocoa and cocoa preparations,2006,5
American Samoa,Cocoa and cocoa preparations,2007,0
American Samoa,Cocoa and cocoa preparations,2008,5
American Samoa,Cocoa and cocoa preparations,2009,5
American Samoa,Cocoa and cocoa preparations,2010,20
American Samoa,Cocoa and cocoa preparations,2011,10
American Samoa,Cocoa and cocoa preparations,2012,5
American Samoa,Cocoa and cocoa preparations,2013,10
American Samoa,Cocoa and cocoa preparations,2014,15
American Samoa,Cocoa and cocoa preparations,2015,5
American Samoa,Cocoa and cocoa preparations,2017,5
American Samoa,Cocoa and cocoa preparations,2018,15
American Samoa,"Coffee, tea, mate and spices",2002,0
American Samoa,"Coffee, tea, mate and spices",2003,5
American Samoa,"Coffee, tea, mate and spices",2004,190
American Samoa,"Coffee, tea, mate and spices",2005,0
American Samoa,"Coffee, tea, mate and spices",2006,5
American Samoa,"Coffee, tea, mate and spices",2007,35
American Samoa,"Coffee, tea, mate and spices",2008,35
American Samoa,"Coffee, tea, mate and spices",2009,20
American Samoa,"Coffee, tea, mate and spices",2010,5
American Samoa,"Coffee, tea, mate and spices",2011,0
American Samoa,"Coffee, tea, mate and spices",2013,0
American Samoa,"Coffee, tea, mate and spices",2014,0
American Samoa,"Coffee, tea, mate and spices",2017,0
American Samoa,"Coffee, tea, mate and spices",2018,13
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2002,45
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2003,18
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2004,40
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2005,30
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2006,5
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2007,5
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2008,80
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2009,13
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2010,13
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2011,5
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2014,8
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2015,0
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2017,5
American Samoa,"Dairy products, eggs, honey, edible animal product nes",2018,0
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2002,660
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2003,215
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2004,73
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2005,88
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2006,10
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2007,15
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2008,120
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2009,80
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2010,65
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2011,205
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2012,10
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2013,25
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2014,420
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2015,10
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2016,0
American Samoa,"Edible fruit, nuts, peel of citrus fruit, melons",2018,10
American Samoa,Edible vegetables and certain roots and tubers,2000,925
American Samoa,Edible vegetables and certain roots and tubers,2001,1495
American Samoa,Edible vegetables and certain roots and tubers,2002,1719
American Samoa,Edible vegetables and certain roots and tubers,2003,2400
American Samoa,Edible vegetables and certain roots and tubers,2004,1755
American Samoa,Edible vegetables and certain roots and tubers,2005,1565
American Samoa,Edible vegetables and certain roots and tubers,2006,670
American Samoa,Edible vegetables and certain roots and tubers,2007,1703
American Samoa,Edible vegetables and certain roots and tubers,2008,1395
American Samoa,Edible vegetables and certain roots and tubers,2009,819
American Samoa,Edible vegetables and certain roots and tubers,2010,394
American Samoa,Edible vegetables and certain roots and tubers,2011,449
American Samoa,Edible vegetables and certain roots and tubers,2012,784
American Samoa,Edible vegetables and certain roots and tubers,2013,2515
American Samoa,Edible vegetables and certain roots and tubers,2014,1530
American Samoa,Edible vegetables and certain roots and tubers,2015,1005
American Samoa,Edible vegetables and certain roots and tubers,2016,945
American Samoa,Edible vegetables and certain roots and tubers,2017,490
American Samoa,Edible vegetables and certain roots and tubers,2018,1485
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,70
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002,3705
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,1460
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004,2223
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,1855
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006,915
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007,1000
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,538
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2009,183
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010,15
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,10
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012,83
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,263
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014,500
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,450
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,320
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,255
American Samoa,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,3465
American Samoa,Meat and edible meat offal,2002,210
American Samoa,Meat and edible meat offal,2003,10
American Samoa,Meat and edible meat offal,2004,140
American Samoa,Meat and edible meat offal,2005,40
American Samoa,Meat and edible meat offal,2007,15
American Samoa,Meat and edible meat offal,2008,0
American Samoa,"Meat, fish and seafood food preparations nes",2002,20
American Samoa,"Meat, fish and seafood food preparations nes",2003,485
American Samoa,"Meat, fish and seafood food preparations nes",2007,150
American Samoa,"Meat, fish and seafood food preparations nes",2008,15
American Samoa,"Meat, fish and seafood food preparations nes",2010,80
American Samoa,"Meat, fish and seafood food preparations nes",2011,110
American Samoa,"Meat, fish and seafood food preparations nes",2013,220
American Samoa,"Meat, fish and seafood food preparations nes",2014,130
American Samoa,"Meat, fish and seafood food preparations nes",2016,90
American Samoa,"Meat, fish and seafood food preparations nes",2017,95
American Samoa,"Meat, fish and seafood food preparations nes",2018,15
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2002,200
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2003,110
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2004,370
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2005,275
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2006,458
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2007,4350
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2008,1775
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2010,65
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2011,125
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2013,75
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2014,95
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2015,315
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2016,345
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2017,80
American Samoa,"Milling products, malt, starches, inulin, wheat glute",2018,315
American Samoa,Miscellaneous edible preparations,2002,23
American Samoa,Miscellaneous edible preparations,2003,80
American Samoa,Miscellaneous edible preparations,2004,128
American Samoa,Miscellaneous edible preparations,2005,85
American Samoa,Miscellaneous edible preparations,2006,50
American Samoa,Miscellaneous edible preparations,2007,65
American Samoa,Miscellaneous edible preparations,2008,30
American Samoa,Miscellaneous edible preparations,2009,35
American Samoa,Miscellaneous edible preparations,2010,10
American Samoa,Miscellaneous edible preparations,2011,0
American Samoa,Miscellaneous edible preparations,2012,0
American Samoa,Miscellaneous edible preparations,2013,13
American Samoa,Miscellaneous edible preparations,2014,0
American Samoa,Miscellaneous edible preparations,2015,8
American Samoa,Miscellaneous edible preparations,2016,35
American Samoa,Miscellaneous edible preparations,2017,5
American Samoa,Miscellaneous edible preparations,2018,25
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2000,0
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2001,0
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2002,25
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2003,5
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2004,4
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2005,0
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2006,14
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2007,25
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2008,49
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2009,20
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2010,15
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2011,19
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2012,38
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2013,5
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2014,30
American Samoa,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018,10
American Samoa,Sugars and sugar confectionery,2002,140
American Samoa,Sugars and sugar confectionery,2003,128
American Samoa,Sugars and sugar confectionery,2004,195
American Samoa,Sugars and sugar confectionery,2005,40
American Samoa,Sugars and sugar confectionery,2006,35
American Samoa,Sugars and sugar confectionery,2007,28
American Samoa,Sugars and sugar confectionery,2008,50
American Samoa,Sugars and sugar confectionery,2011,0
American Samoa,Sugars and sugar confectionery,2013,0
American Samoa,Sugars and sugar confectionery,2014,0
American Samoa,Sugars and sugar confectionery,2015,35
American Samoa,Sugars and sugar confectionery,2016,25
American Samoa,Sugars and sugar confectionery,2017,6895
American Samoa,Sugars and sugar confectionery,2018,25
American Samoa,Tobacco and manufactured tobacco substitutes,2002,65
American Samoa,Tobacco and manufactured tobacco substitutes,2003,45
American Samoa,Tobacco and manufactured tobacco substitutes,2005,0
American Samoa,Tobacco and manufactured tobacco substitutes,2012,0
American Samoa,Tobacco and manufactured tobacco substitutes,2013,0
American Samoa,"Vegetable, fruit, nut, etc food preparations",2002,3
American Samoa,"Vegetable, fruit, nut, etc food preparations",2003,100
American Samoa,"Vegetable, fruit, nut, etc food preparations",2004,43
American Samoa,"Vegetable, fruit, nut, etc food preparations",2005,560
American Samoa,"Vegetable, fruit, nut, etc food preparations",2006,135
American Samoa,"Vegetable, fruit, nut, etc food preparations",2007,10
American Samoa,"Vegetable, fruit, nut, etc food preparations",2008,18
American Samoa,"Vegetable, fruit, nut, etc food preparations",2009,38
American Samoa,"Vegetable, fruit, nut, etc food preparations",2010,10
American Samoa,"Vegetable, fruit, nut, etc food preparations",2011,40
American Samoa,"Vegetable, fruit, nut, etc food preparations",2012,10
American Samoa,"Vegetable, fruit, nut, etc food preparations",2013,180
American Samoa,"Vegetable, fruit, nut, etc food preparations",2014,45
American Samoa,"Vegetable, fruit, nut, etc food preparations",2015,23
American Samoa,"Vegetable, fruit, nut, etc food preparations",2016,35
American Samoa,"Vegetable, fruit, nut, etc food preparations",2017,28
American Samoa,"Vegetable, fruit, nut, etc food preparations",2018,180
Australia,"Animal,vegetable fats and oils, cleavage products, et",1995,41255
Australia,"Animal,vegetable fats and oils, cleavage products, et",1996,53630
Australia,"Animal,vegetable fats and oils, cleavage products, et",1997,42610
Australia,"Animal,vegetable fats and oils, cleavage products, et",1998,44899
Australia,"Animal,vegetable fats and oils, cleavage products, et",1999,34495
Australia,"Animal,vegetable fats and oils, cleavage products, et",2000,54501
Australia,"Animal,vegetable fats and oils, cleavage products, et",2001,255651
Australia,"Animal,vegetable fats and oils, cleavage products, et",2002,73074
Australia,"Animal,vegetable fats and oils, cleavage products, et",2003,31168
Australia,"Animal,vegetable fats and oils, cleavage products, et",2004,18277
Australia,"Animal,vegetable fats and oils, cleavage products, et",2005,16003
Australia,"Animal,vegetable fats and oils, cleavage products, et",2006,16891
Australia,"Animal,vegetable fats and oils, cleavage products, et",2007,35197
Australia,"Animal,vegetable fats and oils, cleavage products, et",2008,8694
Australia,"Animal,vegetable fats and oils, cleavage products, et",2009,12028
Australia,"Animal,vegetable fats and oils, cleavage products, et",2010,16257
Australia,"Animal,vegetable fats and oils, cleavage products, et",2011,24790
Australia,"Animal,vegetable fats and oils, cleavage products, et",2012,3322
Australia,"Animal,vegetable fats and oils, cleavage products, et",2013,4979
Australia,"Animal,vegetable fats and oils, cleavage products, et",2014,7482
Australia,"Animal,vegetable fats and oils, cleavage products, et",2015,6538
Australia,"Animal,vegetable fats and oils, cleavage products, et",2016,6838
Australia,"Animal,vegetable fats and oils, cleavage products, et",2017,4973
Australia,"Animal,vegetable fats and oils, cleavage products, et",2018,3928
Australia,"Beverages, spirits and vinegar",1995,164
Australia,"Beverages, spirits and vinegar",1996,55
Australia,"Beverages, spirits and vinegar",1997,75
Australia,"Beverages, spirits and vinegar",1998,84
Australia,"Beverages, spirits and vinegar",1999,65
Australia,"Beverages, spirits and vinegar",2000,2039
Australia,"Beverages, spirits and vinegar",2001,8165
Australia,"Beverages, spirits and vinegar",2002,8624
Australia,"Beverages, spirits and vinegar",2003,12684
Australia,"Beverages, spirits and vinegar",2004,6454
Australia,"Beverages, spirits and vinegar",2005,14313
Australia,"Beverages, spirits and vinegar",2006,15848
Australia,"Beverages, spirits and vinegar",2007,20880
Australia,"Beverages, spirits and vinegar",2008,14704
Australia,"Beverages, spirits and vinegar",2009,23392
Australia,"Beverages, spirits and vinegar",2010,18412
Australia,"Beverages, spirits and vinegar",2011,15532
Australia,"Beverages, spirits and vinegar",2012,12955
Australia,"Beverages, spirits and vinegar",2013,13527
Australia,"Beverages, spirits and vinegar",2014,18147
Australia,"Beverages, spirits and vinegar",2015,11609
Australia,"Beverages, spirits and vinegar",2016,10029
Australia,"Beverages, spirits and vinegar",2017,15357
Australia,"Beverages, spirits and vinegar",2018,18719
Australia,"Cereal, flour, starch, milk preparations and products",1995,4950
Australia,"Cereal, flour, starch, milk preparations and products",1996,310
Australia,"Cereal, flour, starch, milk preparations and products",1997,1905
Australia,"Cereal, flour, starch, milk preparations and products",1998,1925
Australia,"Cereal, flour, starch, milk preparations and products",1999,6814
Australia,"Cereal, flour, starch, milk preparations and products",2000,4075
Australia,"Cereal, flour, starch, milk preparations and products",2001,824
Australia,"Cereal, flour, starch, milk preparations and products",2002,2080
Australia,"Cereal, flour, starch, milk preparations and products",2003,5685
Australia,"Cereal, flour, starch, milk preparations and products",2004,21300
Australia,"Cereal, flour, starch, milk preparations and products",2005,27649
Australia,"Cereal, flour, starch, milk preparations and products",2006,28385
Australia,"Cereal, flour, starch, milk preparations and products",2007,32994
Australia,"Cereal, flour, starch, milk preparations and products",2008,34159
Australia,"Cereal, flour, starch, milk preparations and products",2009,43723
Australia,"Cereal, flour, starch, milk preparations and products",2010,35275
Australia,"Cereal, flour, starch, milk preparations and products",2011,44763
Australia,"Cereal, flour, starch, milk preparations and products",2012,36910
Australia,"Cereal, flour, starch, milk preparations and products",2013,25870
Australia,"Cereal, flour, starch, milk preparations and products",2014,24355
Australia,"Cereal, flour, starch, milk preparations and products",2015,16445
Australia,"Cereal, flour, starch, milk preparations and products",2016,9305
Australia,"Cereal, flour, starch, milk preparations and products",2017,14135
Australia,"Cereal, flour, starch, milk preparations and products",2018,9248
Australia,Cereals,1998,3560
Australia,Cereals,2000,11035
Australia,Cereals,2001,5355
Australia,Cereals,2002,4675
Australia,Cereals,2003,11070
Australia,Cereals,2004,3654
Australia,Cereals,2005,20
Australia,Cereals,2008,120
Australia,Cereals,2009,2165
Australia,Cereals,2011,455
Australia,Cereals,2012,525
Australia,Cereals,2013,65
Australia,Cereals,2014,30
Australia,Cereals,2016,125
Australia,Cereals,2018,25
Australia,Cocoa and cocoa preparations,1995,98
Australia,Cocoa and cocoa preparations,1996,50
Australia,Cocoa and cocoa preparations,1997,78
Australia,Cocoa and cocoa preparations,1998,718
Australia,Cocoa and cocoa preparations,1999,125
Australia,Cocoa and cocoa preparations,2000,134
Australia,Cocoa and cocoa preparations,2001,179
Australia,Cocoa and cocoa preparations,2002,1354
Australia,Cocoa and cocoa preparations,2003,229
Australia,Cocoa and cocoa preparations,2004,164
Australia,Cocoa and cocoa preparations,2005,305
Australia,Cocoa and cocoa preparations,2006,404
Australia,Cocoa and cocoa preparations,2007,259
Australia,Cocoa and cocoa preparations,2008,184
Australia,Cocoa and cocoa preparations,2009,254
Australia,Cocoa and cocoa preparations,2010,302
Australia,Cocoa and cocoa preparations,2011,1324
Australia,Cocoa and cocoa preparations,2012,573
Australia,Cocoa and cocoa preparations,2013,393
Australia,Cocoa and cocoa preparations,2014,361
Australia,Cocoa and cocoa preparations,2015,291
Australia,Cocoa and cocoa preparations,2016,568
Australia,Cocoa and cocoa preparations,2017,389
Australia,Cocoa and cocoa preparations,2018,566
Australia,"Coffee, tea, mate and spices",1995,83669
Australia,"Coffee, tea, mate and spices",1996,88593
Australia,"Coffee, tea, mate and spices",1997,77039
Australia,"Coffee, tea, mate and spices",1998,74589
Australia,"Coffee, tea, mate and spices",1999,89189
Australia,"Coffee, tea, mate and spices",2000,83100
Australia,"Coffee, tea, mate and spices",2001,44075
Australia,"Coffee, tea, mate and spices",2002,48129
Australia,"Coffee, tea, mate and spices",2003,46572
Australia,"Coffee, tea, mate and spices",2004,48094
Australia,"Coffee, tea, mate and spices",2005,53585
Australia,"Coffee, tea, mate and spices",2006,56184
Australia,"Coffee, tea, mate and spices",2007,53619
Australia,"Coffee, tea, mate and spices",2008,49149
Australia,"Coffee, tea, mate and spices",2009,55317
Australia,"Coffee, tea, mate and spices",2010,58253
Australia,"Coffee, tea, mate and spices",2011,53743
Australia,"Coffee, tea, mate and spices",2012,57614
Australia,"Coffee, tea, mate and spices",2013,43424
Australia,"Coffee, tea, mate and spices",2014,40354
Australia,"Coffee, tea, mate and spices",2015,44634
Australia,"Coffee, tea, mate and spices",2016,44708
Australia,"Coffee, tea, mate and spices",2017,46708
Australia,"Coffee, tea, mate and spices",2018,42564
Australia,"Dairy products, eggs, honey, edible animal product nes",1996,0
Australia,"Dairy products, eggs, honey, edible animal product nes",2002,39
Australia,"Dairy products, eggs, honey, edible animal product nes",2003,0
Australia,"Dairy products, eggs, honey, edible animal product nes",2004,10
Australia,"Dairy products, eggs, honey, edible animal product nes",2005,40
Australia,"Dairy products, eggs, honey, edible animal product nes",2006,55
Australia,"Dairy products, eggs, honey, edible animal product nes",2007,35
Australia,"Dairy products, eggs, honey, edible animal product nes",2008,55
Australia,"Dairy products, eggs, honey, edible animal product nes",2009,30
Australia,"Dairy products, eggs, honey, edible animal product nes",2010,100
Australia,"Dairy products, eggs, honey, edible animal product nes",2011,263
Australia,"Dairy products, eggs, honey, edible animal product nes",2012,60
Australia,"Dairy products, eggs, honey, edible animal product nes",2013,100
Australia,"Dairy products, eggs, honey, edible animal product nes",2014,240
Australia,"Dairy products, eggs, honey, edible animal product nes",2015,80
Australia,"Dairy products, eggs, honey, edible animal product nes",2016,80
Australia,"Dairy products, eggs, honey, edible animal product nes",2017,115
Australia,"Dairy products, eggs, honey, edible animal product nes",2018,160
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",1995,7132
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",1996,6053
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",1997,6068
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",1998,7017
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",1999,6469
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2000,5650
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2001,8168
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2002,5831
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2003,2990
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2004,5698
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2005,6832
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2006,7393
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2007,7582
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2008,8694
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2009,2793
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2010,5557
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2011,9717
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2012,8698
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2013,10036
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2014,12941
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2015,8107
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2016,4258
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2017,6749
Australia,"Edible fruit, nuts, peel of citrus fruit, melons",2018,4353
Australia,Edible vegetables and certain roots and tubers,1995,7879
Australia,Edible vegetables and certain roots and tubers,1996,10048
Australia,Edible vegetables and certain roots and tubers,1997,10844
Australia,Edible vegetables and certain roots and tubers,1998,10498
Australia,Edible vegetables and certain roots and tubers,1999,12443
Australia,Edible vegetables and certain roots and tubers,2000,13415
Australia,Edible vegetables and certain roots and tubers,2001,15597
Australia,Edible vegetables and certain roots and tubers,2002,15153
Australia,Edible vegetables and certain roots and tubers,2003,17466
Australia,Edible vegetables and certain roots and tubers,2004,18912
Australia,Edible vegetables and certain roots and tubers,2005,17774
Australia,Edible vegetables and certain roots and tubers,2006,21767
Australia,Edible vegetables and certain roots and tubers,2007,21786
Australia,Edible vegetables and certain roots and tubers,2008,20694
Australia,Edible vegetables and certain roots and tubers,2009,19455
Australia,Edible vegetables and certain roots and tubers,2010,18718
Australia,Edible vegetables and certain roots and tubers,2011,22393
Australia,Edible vegetables and certain roots and tubers,2012,17145
Australia,Edible vegetables and certain roots and tubers,2013,22193
Australia,Edible vegetables and certain roots and tubers,2014,22932
Australia,Edible vegetables and certain roots and tubers,2015,20770
Australia,Edible vegetables and certain roots and tubers,2016,13543
Australia,Edible vegetables and certain roots and tubers,2017,9207
Australia,Edible vegetables and certain roots and tubers,2018,5546
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1995,2626
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996,3235
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1997,2559
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998,6241
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999,4831
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,3185
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,5061
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002,3429
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,6253
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004,3581
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,2315
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006,2075
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007,1944
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,1678
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2009,1248
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010,1676
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,1069
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012,978
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,1018
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014,1019
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,2042
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,1637
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,592
Australia,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,1861
Australia,Meat and edible meat offal,1995,285
Australia,Meat and edible meat offal,1996,205
Australia,Meat and edible meat offal,1997,165
Australia,Meat and edible meat offal,1998,1135
Australia,Meat and edible meat offal,1999,290
Australia,Meat and edible meat offal,2000,115
Australia,Meat and edible meat offal,2001,485
Australia,Meat and edible meat offal,2002,280
Australia,Meat and edible meat offal,2003,209
Australia,Meat and edible meat offal,2004,175
Australia,Meat and edible meat offal,2005,829
Australia,Meat and edible meat offal,2006,1064
Australia,Meat and edible meat offal,2007,380
Australia,Meat and edible meat offal,2008,585
Australia,Meat and edible meat offal,2010,255
Australia,Meat and edible meat offal,2011,179
Australia,Meat and edible meat offal,2012,60
Australia,Meat and edible meat offal,2014,280
Australia,Meat and edible meat offal,2015,45
Australia,Meat and edible meat offal,2016,45
Australia,Meat and edible meat offal,2017,119
Australia,Meat and edible meat offal,2018,20
Australia,"Meat, fish and seafood food preparations nes",1995,580
Australia,"Meat, fish and seafood food preparations nes",1996,539
Australia,"Meat, fish and seafood food preparations nes",1997,653
Australia,"Meat, fish and seafood food preparations nes",1998,1984
Australia,"Meat, fish and seafood food preparations nes",1999,695
Australia,"Meat, fish and seafood food preparations nes",2000,1213
Australia,"Meat, fish and seafood food preparations nes",2001,1078
Australia,"Meat, fish and seafood food preparations nes",2002,634
Australia,"Meat, fish and seafood food preparations nes",2003,854
Australia,"Meat, fish and seafood food preparations nes",2004,489
Australia,"Meat, fish and seafood food preparations nes",2005,524
Australia,"Meat, fish and seafood food preparations nes",2006,1174
Australia,"Meat, fish and seafood food preparations nes",2007,99
Australia,"Meat, fish and seafood food preparations nes",2008,694
Australia,"Meat, fish and seafood food preparations nes",2009,488
Australia,"Meat, fish and seafood food preparations nes",2010,1019
Australia,"Meat, fish and seafood food preparations nes",2011,2198
