Country,Food,Year,Export
Australia,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",2018,43838
Australia,Sugars and sugar confectionery,1995,27929
Australia,Sugars and sugar confectionery,1996,73842
Australia,Sugars and sugar confectionery,1997,46007
Australia,Sugars and sugar confectionery,1998,137491
Australia,Sugars and sugar confectionery,1999,97251
Australia,Sugars and sugar confectionery,2000,92474
Australia,Sugars and sugar confectionery,2001,83399
Australia,Sugars and sugar confectionery,2002,86887
Australia,Sugars and sugar confectionery,2003,93687
Australia,Sugars and sugar confectionery,2004,85629
Australia,Sugars and sugar confectionery,2005,74964
Australia,Sugars and sugar confectionery,2006,77150
Australia,Sugars and sugar confectionery,2007,76458
Australia,Sugars and sugar confectionery,2008,96481
Australia,Sugars and sugar confectionery,2009,86567
Australia,Sugars and sugar confectionery,2010,102841
Australia,Sugars and sugar confectionery,2011,90065
Australia,Sugars and sugar confectionery,2012,57643
Australia,Sugars and sugar confectionery,2013,49520
Australia,Sugars and sugar confectionery,2014,47317
Australia,Sugars and sugar confectionery,2015,20164
Australia,Sugars and sugar confectionery,2016,29921
Australia,Sugars and sugar confectionery,2017,28536
Australia,Sugars and sugar confectionery,2018,30658
Australia,Tobacco and manufactured tobacco substitutes,1995,7912
Australia,Tobacco and manufactured tobacco substitutes,1996,8068
Australia,Tobacco and manufactured tobacco substitutes,1997,9300
Australia,Tobacco and manufactured tobacco substitutes,1998,6920
Australia,Tobacco and manufactured tobacco substitutes,1999,8161
Australia,Tobacco and manufactured tobacco substitutes,2000,6732
Australia,Tobacco and manufactured tobacco substitutes,2001,7297
Australia,Tobacco and manufactured tobacco substitutes,2002,9248
Australia,Tobacco and manufactured tobacco substitutes,2003,6574
Australia,Tobacco and manufactured tobacco substitutes,2004,6489
Australia,Tobacco and manufactured tobacco substitutes,2005,8662
Australia,Tobacco and manufactured tobacco substitutes,2006,9919
Australia,Tobacco and manufactured tobacco substitutes,2007,10857
Australia,Tobacco and manufactured tobacco substitutes,2008,11964
Australia,Tobacco and manufactured tobacco substitutes,2009,10841
Australia,Tobacco and manufactured tobacco substitutes,2010,10301
Australia,Tobacco and manufactured tobacco substitutes,2011,14351
Australia,Tobacco and manufactured tobacco substitutes,2012,5762
Australia,Tobacco and manufactured tobacco substitutes,2013,1821
Australia,Tobacco and manufactured tobacco substitutes,2014,1761
Australia,Tobacco and manufactured tobacco substitutes,2015,2183
Australia,Tobacco and manufactured tobacco substitutes,2016,1919
Australia,Tobacco and manufactured tobacco substitutes,2017,392
Australia,Tobacco and manufactured tobacco substitutes,2018,2048
Australia,"Vegetable, fruit, nut, etc food preparations",1995,29330
Australia,"Vegetable, fruit, nut, etc food preparations",1996,31755
Australia,"Vegetable, fruit, nut, etc food preparations",1997,26252
Australia,"Vegetable, fruit, nut, etc food preparations",1998,28516
Australia,"Vegetable, fruit, nut, etc food preparations",1999,27966
Australia,"Vegetable, fruit, nut, etc food preparations",2000,22403
Australia,"Vegetable, fruit, nut, etc food preparations",2001,23503
Australia,"Vegetable, fruit, nut, etc food preparations",2002,33957
Australia,"Vegetable, fruit, nut, etc food preparations",2003,32779
Australia,"Vegetable, fruit, nut, etc food preparations",2004,33131
Australia,"Vegetable, fruit, nut, etc food preparations",2005,30592
Australia,"Vegetable, fruit, nut, etc food preparations",2006,29011
Australia,"Vegetable, fruit, nut, etc food preparations",2007,23563
Australia,"Vegetable, fruit, nut, etc food preparations",2008,26672
Australia,"Vegetable, fruit, nut, etc food preparations",2009,25258
Australia,"Vegetable, fruit, nut, etc food preparations",2010,32091
Australia,"Vegetable, fruit, nut, etc food preparations",2011,30413
Australia,"Vegetable, fruit, nut, etc food preparations",2012,32108
Australia,"Vegetable, fruit, nut, etc food preparations",2013,35324
Australia,"Vegetable, fruit, nut, etc food preparations",2014,25312
Australia,"Vegetable, fruit, nut, etc food preparations",2015,25103
Australia,"Vegetable, fruit, nut, etc food preparations",2016,24889
Australia,"Vegetable, fruit, nut, etc food preparations",2017,21552
Australia,"Vegetable, fruit, nut, etc food preparations",2018,17428
Cook Islands,"Coffee, tea, mate and spices",1995,0
Cook Islands,"Coffee, tea, mate and spices",1996,0
Cook Islands,"Coffee, tea, mate and spices",1997,0
Cook Islands,"Coffee, tea, mate and spices",2005,0
Cook Islands,"Coffee, tea, mate and spices",2006,4
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1995,2128
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1996,2571
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1997,1386
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1998,1283
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",1999,1760
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2000,676
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2001,504
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2002,668
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2003,1117
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2004,580
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2005,354
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2006,439
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2007,204
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2008,129
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2009,112
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2010,210
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2011,96
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2012,52
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2013,54
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2014,72
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2015,92
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2016,116
Cook Islands,"Edible fruit, nuts, peel of citrus fruit, melons",2017,112
Cook Islands,Edible vegetables and certain roots and tubers,1995,32
Cook Islands,Edible vegetables and certain roots and tubers,1996,76
Cook Islands,Edible vegetables and certain roots and tubers,1997,273
Cook Islands,Edible vegetables and certain roots and tubers,1998,172
Cook Islands,Edible vegetables and certain roots and tubers,1999,84
Cook Islands,Edible vegetables and certain roots and tubers,2000,48
Cook Islands,Edible vegetables and certain roots and tubers,2001,116
Cook Islands,Edible vegetables and certain roots and tubers,2002,8
Cook Islands,Edible vegetables and certain roots and tubers,2003,28
Cook Islands,Edible vegetables and certain roots and tubers,2004,24
Cook Islands,Edible vegetables and certain roots and tubers,2005,32
Cook Islands,Edible vegetables and certain roots and tubers,2006,8
Cook Islands,Edible vegetables and certain roots and tubers,2007,24
Cook Islands,Edible vegetables and certain roots and tubers,2008,36
Cook Islands,Edible vegetables and certain roots and tubers,2009,4
Cook Islands,Edible vegetables and certain roots and tubers,2010,0
Cook Islands,Edible vegetables and certain roots and tubers,2011,44
Cook Islands,Edible vegetables and certain roots and tubers,2013,4
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1995,136
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1996,49
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1998,180
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",1999,29
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2000,0
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2001,16
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2002,2442
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2003,1323
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2004,3184
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2005,5873
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2006,2303
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2007,6417
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2008,7609
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2009,6049
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2010,16529
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2011,10587
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2012,13286
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2013,9058
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2014,15446
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2015,12780
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2016,11611
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2017,14830
Cook Islands,"Fish, crustaceans, molluscs, aquatic invertebrates ne",2018,10920
Cook Islands,"Oil seed, oleagic fruits, grain, seed, fruit, etc, ne",1998,12
Cook Islands,"Vegetable, fruit, nut, etc food preparations",1998,13
Cook Islands,"Vegetable, fruit, nut, etc food preparations",1999,65
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2000,136
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2001,425
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2002,697
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2003,1176
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2004,2236
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2005,1448
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2006,848
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2007,771
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2008,901
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2009,715
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2010,739
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2011,510
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2012,348
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2013,339
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2014,329
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2015,319
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2016,520
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2017,932
Cook Islands,"Vegetable, fruit, nut, etc food preparations",2018,1211
Federated State of Micronesia,"Animal,vegetable fats and oils, cleavage products, et",2017,344
Federated State of Micronesia,"Animal,vegetable fats and oils, cleavage products, et",2018,57
Federated State of Micronesia,"Beverages, spirits and vinegar",2007,65
Federated State of Micronesia,"Beverages, spirits and vinegar",2009,15
Federated State of Micronesia,"Beverages, spirits and vinegar",2012,5
Federated State of Micronesia,"Coffee, tea, mate and spices",1995,4
Federated State of Micronesia,"Coffee, tea, mate and spices",1996,8
Federated State of Micronesia,"Coffee, tea, mate and spices",1997,4
Federated State of Micronesia,"Coffee, tea, mate and spices",1998,0
Federated State of Micronesia,"Coffee, tea, mate and spices",1999,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2006,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2007,0
Federated State of Micronesia,"Coffee, tea, mate and spices",2008,4
Federated State of Micronesia,"Coffee, tea, mate and spices",2012,0
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2002,994
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2003,1738
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2004,1174
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2005,1193
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2006,1538
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2007,1184
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2008,1345
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2009,1155
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2010,1353
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2011,1644
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2012,1299
Federated State of Micronesia,"Edible fruit, nuts, peel of citrus fruit, melons",2013,1369
Federated State of Micronesia,Edible vegetables and certain roots and tubers,2002,5
Federated State of Micronesia,Edible vegetables and certain roots and tubers,2003,34
Federated State of Micronesia,Edible vegetables and certain roots and tubers,2004,60
Federated State of Micronesia,Edible vegetables and certain roots and tubers,2005,60
Federated State of Micronesia,Edible vegetables and certain roots and tubers,2006,67
Federated State of Micronesia,Edible vegetables and certain roots and tubers,2007,9
